file,mask_idx,target_len,prompt_snippet,target_snippet,generations,best_token_recall,best_bleu,best_rougeL,exact_match_any
crates/router/src/routes/payment_methods.rs,0,566,"#[cfg(all(
    any(feature = ""v1"", feature = ""v2"", feature = ""olap"", feature = ""oltp""),
    all(not(feature = ""customer_v2""), not(feature = ""payment_methods_v2""))
))]
use actix_multipart::form::MultipartForm;
use actix_web::{web, HttpRequest, HttpResponse};
use common_utils::{errors::CustomResult, id_type, transformers::ForeignFrom};
use diesel_models::enums::IntentStatus;
use error_stack::ResultE...","
    let flow = Flow::PaymentMethodsCreate;

    Box::pin(api::server_wrap(
        flow,
        state,
        &req,
        json_payload.into_inner(),
        |state, auth: auth::AuthenticationData, req, _| async move {
            Box::pin(cards::get_client_secret_or_add_payment_method(
                &state,
                req,
                &auth.merchant_account,
                &auth.k...","['    let flow = Flow::PaymentMethodsCreate;\n    Box::pin(api::server_wrap(\n        flow,\n        state.clone(),\n        &req,\n        json_payload.into_inner(),\n        |state, auth: auth::AuthenticationData, req, _| {\n            create_payment_method(\n                &state,\n                auth.merchant_account,\n                auth.key_store,\n                req,\n                None,\n                None,\n            )\n        },\n        &auth::ApiKeyAuth,\n        api_locking::LockAction::NotApplicable,\n    ))\n    .await\n}\n\n#[cfg(all(\n    any(feature = ""v1"", feature = ""v2""),\n    not(feature = ""payment_methods_v2"")\n))]\n#[instrument(skip_all, fields(flow = ?Flow::PaymentMethodsCreate))]\npub async fn create_payment_method_api_with_merchant_id(\n    state: web::Data<AppState>,\n    req: HttpRequest,\n    json_payload: web::Json<payment_methods::PaymentMethodCreate>,\n    path: web::Path<id_type::MerchantId>,\n) -> HttpResponse {\n    let flow = Flow::PaymentMethodsCreate;\n    let req = json_payload.into_inner();\n    let merchant_id = path.into_inner();\n    let req = Box::pin(api::server_wrap(\n        flow,\n        state.clone(),\n        &req,\n        req,\n        |state, auth: auth::AuthenticationData, req, _| {\n            create_paymentMethod_with_merchant_id(\n                &state,\n                auth.merchant_account,\n                auth.key_store,\n                req,\n                merchant_id.clone(),\n                None,\n                None,\n            )\n        },\n        &auth::ApiKeyAuth,\n        api_locking::LockAction::NotApplicable,\n    ))\n    .await;\n    req\n}\n\n#[cfg(all(\n    any(feature = ""v1"", feature = ""v2""),\n    not(feature = ""payment_methods_v2"")\n))]\n#[instrument(skip_all, fields(flow = ?Flow::PaymentMethodsCreate))]\npub async fn create_payment_method_api_with_merchant_id_and_customer_id(\n    state: web::Data<AppState>,\n    req: HttpRequest,\n    json_payload: web::Json<payment_methods::PaymentMethodCreate>,\n    path: web::Path<(\n        id_type::MerchantId,\n        id_type::CustomerId,\n    ),\n) -> HttpResponse {\n    let flow = Flow::PaymentMethodsCreate;\n    let req = json_payload.into_inner();\n    let (merchant_id, customer_id) = path.into_inner();\n    let req = Box::pin(api::server_wrap(\n        flow,\n        state.clone(),\n        &req,\n        req,\n        |state, auth: auth::AuthenticationData, req, _| {\n            create_paymentMethod_with_merchant_id_and_customer_id(\n                &state,\n                auth.merchant_account,\n                auth.key_store,\n                req,\n                merchant_id.clone(),\n                Some(customer_id.clone()),\n                None,\n            )\n        },\n        &auth::ApiKeyAuth,\n        api_locking::LockAction::NotApplicable,\n    ))\n    .await;\n    req\n}\n\n#[cfg(all(\n    any(feature = ""v1"", feature = ""v2""),\n    not(feature = ""payment_methods_v2"")\n))]\npub async fn create_paymentMethod_with_merchant_id_and_customer_id(\n    state: &SessionState,\n    merchant_account: domain::MerchantAccount,\n    key_store: domain::MerchantKeyStore,\n    req: payment_methods::PaymentMethodCreate,\n    merchant_id: id_type::MerchantId,\n    customer_id: Option<id_type::CustomerId>,\n    auth_flow: Option<auth::AuthFlow>,\n) -> HttpResponse {\n    let flow = Flow::PaymentMethodsCreate;\n    let create_pm_req = Box::pin(api::server_wrap(\n        flow,\n        state.clone(),\n        &merchant_account,\n        req,\n        |state, auth: auth::AuthenticationData, req, _| {\n            create_payment_method(\n                state,\n                auth.merchant_account,\n                auth.key_store,\n                req,\n                customer_id,\n                auth_flow,\n            )\n        },\n        &auth::ApiKeyAuth,\n        api_locking::LockAction::NotApplicable,\n    ))\n    .await;\n    create_pm_req\n}\n\n#[cfg(all(\n    any(feature = ""v1"", feature = ""v2""),\n    not(feature = ""payment_methods_v2"")\n))]\npub async fn create_paymentMethod_with_merchant_id(\n    state: &SessionState,\n    merchant_account: domain::MerchantAccount,\n    key_store: domain::MerchantKeyStore,\n    req: payment_methods::PaymentMethodCreate,\n    merchant_id: id_type::MerchantId,\n    auth_flow: Option<auth::AuthFlow>,\n) -> HttpResponse {\n    let flow = Flow::PaymentMethodsCreate;\n    let mut req = req;\n    req.merchant_id = Some(merchant_id);\n    let create_pm_req = Box::pin(api::server_wrap(\n        flow,\n        state.clone(),\n        &merchant_account,\n        req,\n        |state, auth: auth::AuthenticationData, req, _|', '', '']",0.9112903225806451,8.762426754923117,17.02970297029703,0
crates/router/src/routes/payment_methods.rs,1,616,"#[cfg(all(
    any(feature = ""v1"", feature = ""v2"", feature = ""olap"", feature = ""oltp""),
    all(not(feature = ""customer_v2""), not(feature = ""payment_methods_v2""))
))]
use actix_multipart::form::MultipartForm;
use actix_web::{web, HttpRequest, HttpResponse};
use common_utils::{errors::CustomResult, id_type, transformers::ForeignFrom};
use diesel_models::enums::IntentStatus;
use error_stack::ResultE...","
    let flow = Flow::PaymentMethodsCreate;

    Box::pin(api::server_wrap(
        flow,
        state,
        &req,
        json_payload.into_inner(),
        |state, auth: auth::AuthenticationData, req, req_state| async move {
            Box::pin(payment_methods_routes::create_payment_method(
                &state,
                &req_state,
                req,
                &auth.mercha...","['    let flow = Flow::PaymentMethodsCreate;\n    let state = Arc::clone(&state);\n    let json_payload = json_payload.into_inner();\n    let auth = Box::pin(auth::get_auth_for_pm_create(\n        &state,\n        &req,\n        &json_payload,\n        &Flow::PaymentMethodsCreate,\n    ))\n    .await?;\n    let auth = auth::AuthenticationData {\n        merchant_id: auth.merchant_id,\n        key_store: auth.key_store,\n        merchant_account: auth.merchant_account,\n        auth_type: auth.auth_type,\n        auth_flow: auth::AuthFlow::Api,\n        merchant_connector_account: auth.merchant_connector_account,\n        header_payload: auth.header_payload,\n    };\n\n    let flow = Flow::PaymentMethodsCreate;\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let auth = Box::pin(auth::get_auth_for_pm_create(\n        &state,\n        &req,\n        &json_payload,\n        &Flow::PaymentMethodsCreate,\n    ))\n    .await?;\n    let auth = auth::AuthenticationData {\n        merchant_id: auth.merchant_id,\n        key_store: auth.key_store,\n        merchant_account: auth.merchant_account,\n        auth_type: auth.auth_type,\n        auth_flow: auth::AuthFlow::Api,\n        merchant_connector_account: auth.merchant_connector_account,\n        header_payload: auth.header_payload,\n    };\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n    let json_payload = json_payload.into_inner();\n    let state = Arc::clone(&state);\n\n    let flow = Flow::PaymentMethodsCreate;\n\n', '', '']",0.6136363636363636,4.847100836656873,9.168081494057725,0
crates/router/src/routes/payment_methods.rs,2,556,"#[cfg(all(
    any(feature = ""v1"", feature = ""v2"", feature = ""olap"", feature = ""oltp""),
    all(not(feature = ""customer_v2""), not(feature = ""payment_methods_v2""))
))]
use actix_multipart::form::MultipartForm;
use actix_web::{web, HttpRequest, HttpResponse};
use common_utils::{errors::CustomResult, id_type, transformers::ForeignFrom};
use diesel_models::enums::IntentStatus;
use error_stack::ResultE...","
    let flow = Flow::PaymentMethodsCreate;

    Box::pin(api::server_wrap(
        flow,
        state,
        &req,
        json_payload.into_inner(),
        |state, auth: auth::AuthenticationData, req, _| async move {
            Box::pin(payment_methods_routes::payment_method_intent_create(
                &state,
                req,
                &auth.merchant_account,
                &...","['', '', '']",0.0,0.0,0.0,0
crates/api_models/src/disputes.rs,0,248,"use std::collections::HashMap;

use common_utils::types::TimeRange;
use masking::{Deserialize, Serialize};
use serde::de::Error;
use time::PrimitiveDateTime;
use utoipa::ToSchema;

use super::enums::{Currency, DisputeStage, DisputeStatus};
use crate::{admin::MerchantConnectorInfo, files};

#[derive(Clone, Debug, Serialize, ToSchema, Eq, PartialEq)]
pub struct DisputeResponse {
    /// The identifi...","
    let output = Option::<&str>::deserialize(v)?;
    output
        .map(|s| {
            s.split("","")
                .map(|x| x.parse::<T>().map_err(D::Error::custom))
                .collect::<Result<_, _>>()
        })
        .transpose()
","['', '', '']",0.0,0.0,0.0,0
crates/hyperswitch_interfaces/src/webhooks.rs,0,476,"//! Webhooks interface

use common_utils::{crypto, errors::CustomResult, ext_traits::ValueExt};
use error_stack::ResultExt;
use hyperswitch_domain_models::{
    api::ApplicationResponse, errors::api_error_response::ApiErrorResponse,
};
use masking::{ExposeInterface, Secret};

use crate::{api::ConnectorCommon, errors};

/// struct IncomingWebhookRequestDetails
#[derive(Debug)]
pub struct IncomingWe...","
        match api_error_response {
            ApiErrorResponse::WebhookResourceNotFound
            | ApiErrorResponse::DisputeNotFound { .. }
            | ApiErrorResponse::PayoutNotFound
            | ApiErrorResponse::MandateNotFound
            | ApiErrorResponse::PaymentNotFound
            | ApiErrorResponse::RefundNotFound
            | ApiErrorResponse::AuthenticationNotFound { .. } => ...","['', '', '']",0.0,0.0,0.0,0
crates/hyperswitch_interfaces/src/webhooks.rs,1,47,"//! Webhooks interface

use common_utils::{crypto, errors::CustomResult, ext_traits::ValueExt};
use error_stack::ResultExt;
use hyperswitch_domain_models::{
    api::ApplicationResponse, errors::api_error_response::ApiErrorResponse,
};
use masking::{ExposeInterface, Secret};

use crate::{api::ConnectorCommon, errors};

/// struct IncomingWebhookRequestDetails
#[derive(Debug)]
pub struct IncomingWe...","
        Ok(Box::new(crypto::NoAlgorithm))
    ","['', '', '']",0.0,0.0,0.0,0
crates/hyperswitch_interfaces/src/webhooks.rs,2,39,"//! Webhooks interface

use common_utils::{crypto, errors::CustomResult, ext_traits::ValueExt};
use error_stack::ResultExt;
use hyperswitch_domain_models::{
    api::ApplicationResponse, errors::api_error_response::ApiErrorResponse,
};
use masking::{ExposeInterface, Secret};

use crate::{api::ConnectorCommon, errors};

/// struct IncomingWebhookRequestDetails
#[derive(Debug)]
pub struct IncomingWe...","
        Ok(request.body.to_vec())
    ","['', '', '']",0.0,0.0,0.0,0
crates/common_utils/src/ext_traits.rs,0,2879,"//! This module holds traits for extending functionalities for existing datatypes
//! & inbuilt datatypes.

use error_stack::ResultExt;
use masking::{ExposeInterface, PeekInterface, Secret, Strategy};
use quick_xml::de;
#[cfg(all(feature = ""logs"", feature = ""async_ext""))]
use router_env::logger;
use serde::{Deserialize, Serialize};

use crate::{
    crypto,
    errors::{self, CustomResult},
    fp...","
    fn convert_and_encode<P>(&'e self) -> CustomResult<String, errors::ParsingError>
    where
        P: TryFrom<&'e Self> + Serialize,
        Result<P, <P as TryFrom<&'e Self>>::Error>: ResultExt,
        <Result<P, <P as TryFrom<&'e Self>>::Error> as ResultExt>::Ok: Serialize,
    {
        serde_json::to_string(
            &P::try_from(self).change_context(errors::ParsingError::UnknownError...","['', '', '']",0.0,0.0,0.0,0
crates/common_utils/src/ext_traits.rs,1,534,"//! This module holds traits for extending functionalities for existing datatypes
//! & inbuilt datatypes.

use error_stack::ResultExt;
use masking::{ExposeInterface, PeekInterface, Secret, Strategy};
use quick_xml::de;
#[cfg(all(feature = ""logs"", feature = ""async_ext""))]
use router_env::logger;
use serde::{Deserialize, Serialize};

use crate::{
    crypto,
    errors::{self, CustomResult},
    fp...","
    fn parse_struct<'de, T>(
        &'de self,
        type_name: &'static str,
    ) -> CustomResult<T, errors::ParsingError>
    where
        T: Deserialize<'de>,
    {
        use bytes::Buf;

        serde_json::from_slice::<T>(self.chunk())
            .change_context(errors::ParsingError::StructParseFailure(type_name))
            .attach_printable_lazy(|| {
                let variable_t...","['', '', '']",0.0,0.0,0.0,0
crates/common_utils/src/ext_traits.rs,2,419,"//! This module holds traits for extending functionalities for existing datatypes
//! & inbuilt datatypes.

use error_stack::ResultExt;
use masking::{ExposeInterface, PeekInterface, Secret, Strategy};
use quick_xml::de;
#[cfg(all(feature = ""logs"", feature = ""async_ext""))]
use router_env::logger;
use serde::{Deserialize, Serialize};

use crate::{
    crypto,
    errors::{self, CustomResult},
    fp...","
    #[track_caller]
    fn parse_struct<'de, T>(
        &'de self,
        type_name: &'static str,
    ) -> CustomResult<T, errors::ParsingError>
    where
        T: Deserialize<'de>,
    {
        serde_json::from_slice(self)
            .change_context(errors::ParsingError::StructParseFailure(type_name))
            .attach_printable_lazy(|| format!(""Unable to parse {type_name} from &[u8] {:...","['', '', '']",0.0,0.0,0.0,0
